auc,average_precision,brier,accuracy,balanced_accuracy,f1,mcc,sensitivity,specificity,ppv,npv,model,imputation,fold
0.78125,0.4969230769230769,0.16699895298902814,0.7352941176470589,0.725,0.6086956521739131,0.42192650784464586,0.7,0.75,0.5384615384615384,0.8571428571428571,AdaBoost,4,3
0.7375,0.5971143193723839,0.1730693280696869,0.7352941176470589,0.6083333333333333,0.4,0.27874925905782666,0.3,0.9166666666666666,0.6,0.7586206896551724,XGBoost,4,3
0.775,0.5885647685647685,0.176991416490498,0.7058823529411765,0.675,0.5454545454545454,0.3337119062359573,0.6,0.75,0.5,0.8181818181818182,Random Forest,4,3
0.8541666666666667,0.6248717948717949,0.21072108041528725,0.8235294117647058,0.8458333333333333,0.75,0.6403589023426814,0.9,0.7916666666666666,0.6428571428571429,0.95,Logistic Regression (L2),4,3
0.20833333333333334,0.20759821477702456,0.21638712183981246,0.7058823529411765,0.5,0.0,0.0,0.0,1.0,,0.7058823529411765,SVM (RBF),4,3
0.9062499999999999,0.8642917267917267,0.227303427889493,0.6470588235294118,0.7208333333333333,0.6,0.4089038773995436,0.9,0.5416666666666666,0.45,0.9285714285714286,Elastic-Net Logistic,4,4
0.71875,0.4394827586206897,0.18156730949360694,0.7058823529411765,0.5,0.0,0.0,0.0,1.0,,0.7058823529411765,AdaBoost,4,4
0.7458333333333333,0.6059726576105886,0.18091174960136414,0.7352941176470589,0.5791666666666667,0.3076923076923077,0.2543527874857913,0.2,0.9583333333333334,0.6666666666666666,0.7419354838709677,XGBoost,4,4
0.6916666666666667,0.4611816116460079,0.20226463387044233,0.6470588235294118,0.6333333333333333,0.5,0.24688535993934707,0.6,0.6666666666666666,0.42857142857142855,0.8,Random Forest,4,4
0.6041666666666667,0.4451314616755793,0.3402969801535464,0.5882352941176471,0.6208333333333333,0.5,0.2206104745506919,0.7,0.5416666666666666,0.3888888888888889,0.8125,Logistic Regression (L2),4,4
0.3208333333333333,0.2637209492180702,0.21405681791418663,0.7058823529411765,0.5,0.0,0.0,0.0,1.0,,0.7058823529411765,SVM (RBF),4,4
0.7583333333333333,0.5285560762766646,0.196369191474696,0.7647058823529411,0.7166666666666667,0.6,0.43333333333333335,0.6,0.8333333333333334,0.6,0.8333333333333334,Elastic-Net Logistic,4,5
0.75,0.5196602119108513,0.17866397893102245,0.7058823529411765,0.5,0.0,0.0,0.0,1.0,,0.7058823529411765,AdaBoost,4,5
0.6458333333333334,0.4319032511176474,0.22128796577453613,0.6176470588235294,0.6125,0.48,0.2064741604835056,0.6,0.625,0.4,0.7894736842105263,XGBoost,4,5
0.6125,0.38856782922959393,0.21264380075073624,0.6764705882352942,0.5083333333333333,0.15384615384615385,0.026773977630083295,0.1,0.9166666666666666,0.3333333333333333,0.7096774193548387,Random Forest,4,5
0.6125,0.37845188617434694,0.23447863659198523,0.6176470588235294,0.525,0.3157894736842105,0.051639777949432225,0.3,0.75,0.3333333333333333,0.72,Logistic Regression (L2),4,5
0.5625,0.4240470339329365,0.21467453486261978,0.6764705882352942,0.5083333333333333,0.15384615384615385,0.026773977630083295,0.1,0.9166666666666666,0.3333333333333333,0.7096774193548387,SVM (RBF),4,5
