auc,average_precision,brier,accuracy,balanced_accuracy,f1,mcc,sensitivity,specificity,ppv,npv,model,imputation,fold,n_test,fit_seconds
0.6041666666666667,0.37378335209404817,0.23388065540223496,0.6470588235294118,0.5458333333333333,0.3333333333333333,0.09846579518042202,0.3,0.7916666666666666,0.375,0.7307692307692307,Logistic Regression (L2),2,5,34,6.9
0.7583333333333333,0.5285560762766646,0.19637314007298565,0.7647058823529411,0.7166666666666667,0.6,0.43333333333333335,0.6,0.8333333333333334,0.6,0.8333333333333334,Elastic-Net Logistic,2,5,34,8.43
0.5916666666666667,0.3762847459557985,0.21507554850277397,0.6764705882352942,0.5083333333333333,0.15384615384615385,0.026773977630083295,0.1,0.9166666666666666,0.3333333333333333,0.7096774193548387,Random Forest,2,5,34,18.47
0.6958333333333333,0.4442478663706285,0.2031769043476042,0.6176470588235294,0.4666666666666667,0.13333333333333333,-0.08576900278702358,0.1,0.8333333333333334,0.2,0.6896551724137931,Extra Trees,2,5,34,16.33
0.5708333333333333,0.4321853131933777,0.21143277064947785,0.7058823529411765,0.5291666666666667,0.16666666666666666,0.11296201426438299,0.1,0.9583333333333334,0.5,0.71875,SVM (RBF),2,5,34,24.51
0.75,0.5196602119108513,0.17866397893102245,0.7058823529411765,0.5,0.0,0.0,0.0,1.0,,0.7058823529411765,AdaBoost,2,5,34,14.88
0.6583333333333333,0.45148629964806436,0.22194969654083252,0.6176470588235294,0.6125,0.48,0.2064741604835056,0.6,0.625,0.4,0.7894736842105263,XGBoost,2,5,34,12.01
0.5708333333333333,0.3615184815184815,0.2714844395229658,0.6176470588235294,0.49583333333333335,0.23529411764705882,-0.00939060283031685,0.2,0.7916666666666666,0.2857142857142857,0.7037037037037037,LightGBM,2,5,34,11.97
0.72,0.5631715506715507,0.2145001787748886,0.6857142857142857,0.63,0.47619047619047616,0.25301215685249495,0.5,0.76,0.45454545454545453,0.7916666666666666,Logistic Regression (L2),3,1,35,7.2
0.864,0.6821146245059287,0.22170020465972168,0.7428571428571429,0.61,0.4,0.28401877872187725,0.3,0.92,0.6,0.7666666666666667,Elastic-Net Logistic,3,1,35,8.37
0.8360000000000001,0.5634776334776335,0.16972943743593702,0.7428571428571429,0.61,0.4,0.28401877872187725,0.3,0.92,0.6,0.7666666666666667,Random Forest,3,1,35,19.63
0.768,0.6250099951647939,0.17694623814334715,0.7142857142857143,0.59,0.375,0.21575848566842284,0.3,0.88,0.5,0.7586206896551724,Extra Trees,3,1,35,16.57
0.7560000000000001,0.585231386260798,0.17918034558957993,0.7428571428571429,0.55,0.18181818181818182,0.2711630722733202,0.1,1.0,1.0,0.7352941176470589,SVM (RBF),3,1,35,25.64
0.804,0.527536231884058,0.1732973399209736,0.7714285714285715,0.66,0.5,0.3835706411883073,0.4,0.92,0.6666666666666666,0.7931034482758621,AdaBoost,3,1,35,16.2
